RTlog,RTms,Word,WordCategory,WrittenFrequency,CV,AgeSubject
6.59441345974978,731.000000000001,verve,N,2.30258509299405,C,young
6.44489408173266,629.4799999999979,strap,N,4.52178857704904,C,young
6.38497515068126,592.8699999999974,piece,N,7.64156444126097,C,young
6.47646454166261,649.6699999999969,cock,N,4.75359019110636,C,young
6.40461670069754,604.6299999999985,pound,N,6.64639051484773,C,young
6.48649609857519,656.2200000000001,fringe,N,5.48893772615669,C,young
6.5970638431475,732.9399999999974,coop,N,1.38629436111989,C,young
6.33132389811815,561.8999999999985,school,N,8.85152027169106,C,young
6.40541025968574,605.1100000000018,straw,N,5.98645200528444,C,young
6.44105817714455,627.0699999999965,mash,N,4.00733318523247,C,young
6.42386365645623,616.3800000000015,nerve,N,5.55295958492162,C,young
6.52082729187238,679.1399999999976,fraud,N,4.79579054559674,C,young
6.39312241687319,597.7199999999987,torch,N,5.0998664278242,C,young
6.6377297417678,763.3600000000026,yawl,N,1.94591014905531,C,young
6.33753344525949,565.4000000000002,mask,N,5.53733426701854,C,young
6.59725483644968,733.0800000000028,fern,N,3.76120011569356,C,young
6.32301397226598,557.250000000001,glass,N,7.71735127218533,C,young
6.41836493593621,612.9999999999991,brake,N,4.40671924726425,C,young
6.44276307155932,628.1400000000007,hose,N,4.20469261939097,C,young
6.43133108193348,621.0000000000006,hood,N,4.40671924726425,C,young
6.37480333022442,586.8699999999977,chain,N,6.37331978957701,C,young
6.46335701637174,641.2100000000004,dose,N,4.78749174278205,C,young
6.39609597446757,599.5000000000005,mass,N,7.55066124310534,C,young
6.31664108398731,553.7100000000004,knee,N,6.26909628370626,C,young
6.49407148984944,661.2099999999992,clamp,N,3.46573590279973,C,young
6.41439294709245,610.5699999999995,duel,N,4.14313472639153,C,young
6.4352685694426,623.4500000000032,brace,N,4.04305126783455,C,young
6.51487564055847,675.1099999999991,champ,N,1.09861228866811,C,young
6.47620283611065,649.4999999999972,mast,N,3.85014760171006,C,young
6.4710316749712,646.1499999999996,hoof,N,3.71357206670431,C,young
6.54776054491873,697.6799999999998,hump,N,4.15888308335967,C,young
6.43263457983692,621.8099999999982,snag,N,3.87120101090789,C,young
6.30822593793525,549.0699999999998,chair,N,7.53743003658651,C,young
6.38127441560557,590.679999999998,rod,N,6.22257626807137,C,young
6.72112445060008,829.7499999999964,brawn,N,2.39789527279837,C,young
6.55322089954252,701.5000000000031,roe,N,3.2188758248682,C,young
6.6548996636824,776.5799999999987,orb,N,2.19722457733622,V,young
6.31647853081852,553.6200000000002,hook,N,6.3135480462771,C,young
6.3475818355858,571.1099999999957,shoe,N,5.53733426701854,C,young
6.55118033004374,700.0700000000016,berth,N,4.23410650459726,C,young
6.38815796282902,594.7599999999983,doom,N,4.58496747867057,C,young
6.52990047408189,685.3300000000012,ore,N,4.02535169073515,V,young
6.39979222082962,601.7199999999982,dock,N,5.31811999384422,C,young
6.37935953402268,589.5499999999988,dime,N,4.20469261939097,C,young
6.42741036246973,618.5699999999979,brass,N,5.82894561761021,C,young
6.358933525288,577.6299999999989,hoop,N,3.3322045101752,C,young
6.55455998830765,702.4399999999974,serf,N,1.94591014905531,C,young
6.66726208933281,786.2399999999964,lye,N,2.89037175789616,C,young
6.53341085953176,687.7399999999984,gene,N,4.7361984483945,C,young
6.52621663639008,682.8100000000028,filth,N,4.61512051684126,C,young
6.46109310602363,639.759999999997,vase,N,4.27666611901606,C,young
6.38805707671255,594.7000000000012,door,N,8.68135077758252,C,young
6.45015441645344,632.7999999999975,host,N,5.91079664404053,C,young
6.42085774799343,614.5299999999994,rake,N,3.97029191355212,C,young
6.4362945887384,624.0899999999996,lug,N,2.63905732961526,C,young
6.42139459961566,614.8600000000002,lid,N,5.50938833662798,C,young
6.40025744530882,601.9999999999993,rash,N,5.22035582507832,C,young
6.37055145615608,584.3799999999997,rage,N,6.282266746896,C,young
6.31664108398731,553.7100000000004,race,N,7.23201033166476,C,young
6.58015358252911,720.6499999999991,lee,N,5.73334127689775,C,young
6.34796697616688,571.3300000000012,lad,N,5.23110861685459,C,young
6.40244773590005,603.3199999999989,shop,N,7.3304052118444,C,young
6.54737347311208,697.410000000001,thong,N,2.484906649788,C,young
6.33889438646303,566.169999999998,point,N,8.88502565805085,C,young
6.31561113403856,553.1400000000014,leg,N,7.03702761468628,C,young
6.39086127981454,596.37,dial,N,4.34380542185368,C,young
6.57469920064204,716.7300000000007,guild,N,4.70048036579242,C,young
6.31407327064147,552.2900000000009,shot,N,7.33888813383888,C,young
6.3486318698084,571.7100000000031,launch,N,5.67332326717149,C,young
6.60724460409148,740.4399999999965,guile,N,3.29583686600433,C,young
6.41627466147992,611.7199999999985,rack,N,5.02388052084628,C,young
6.55383368395422,701.9300000000038,rasp,N,2.30258509299405,C,young
6.4683041328708,644.3899999999994,foe,N,5.52146091786225,C,young
6.42559809356383,617.4499999999994,thorn,N,4.49980967033027,C,young
6.32931083928234,560.7700000000008,mood,N,6.7093043402583,C,young
6.39102894689518,596.4700000000015,fog,N,5.12989871492307,C,young
6.424301602012,616.6500000000018,lip,N,5.72031177660741,C,young
6.41887051773299,613.3100000000004,wrack,N,1.79175946922805,C,young
6.46153067440067,640.0399999999976,lap,N,5.8111409929767,C,young
6.35798090507757,577.0799999999989,tweed,N,4.48863636973214,C,young
6.37679497279577,588.0400000000024,sauce,N,5.60947179518496,C,young
6.42614859388537,617.7900000000021,snail,N,3.85014760171006,C,young
6.50190509674244,666.4099999999964,draught,N,4.85981240436167,C,young
6.33255112127994,562.59,moon,N,6.85856503479136,C,young
6.39581236461273,599.330000000001,law,N,8.00101996132365,C,young
6.62781648316813,755.8300000000015,mime,N,3.91202300542815,C,young
6.47886288242326,651.2299999999968,guilt,N,6.4831073514572,C,young
6.38362487113707,592.0700000000015,moss,N,4.74493212836325,C,young
6.35662835844262,576.2999999999997,grace,N,5.92425579741453,C,young
6.38563275147385,593.2600000000002,wage,N,6.09582456243222,C,young
6.26089990620147,523.6899999999994,fox,N,5.18178355029209,C,young
6.5225485766403,680.3099999999971,perk,N,2.70805020110221,C,young
6.39797910435172,600.6300000000011,sphere,N,5.52545293913178,C,young
6.39040843822588,596.0999999999997,wasp,N,3.78418963391826,C,young
6.37019203635845,584.1700000000001,shelf,N,5.50938833662798,C,young
6.364234272378,580.6999999999975,grass,N,7.30249642372733,C,young
6.37468404626883,586.8000000000019,nose,N,7.17625453201714,C,young
6.436903289981,624.4699999999967,lens,N,4.75359019110636,C,young
6.29169876078676,540.0700000000026,food,N,8.42354163533478,C,young
6.3519148553817,573.5900000000016,witch,N,5.63478960316925,C,young
6.23695650208595,511.29999999999814,voice,N,8.33327035325531,C,young
6.34847443494674,571.6199999999985,tent,N,6.48920493132532,C,young
6.55143741414022,700.2500000000014,squire,N,4.15888308335967,C,young
6.6257371361548,754.2600000000042,lurch,N,3.68887945411394,C,young
6.38333770169668,591.9000000000005,leash,N,2.70805020110221,C,young
6.31945448193674,555.2700000000026,fuel,N,6.7202201551353,C,young
6.44140895363975,627.2900000000006,cramp,N,3.89182029811063,C,young
6.20532514482327,495.3799999999976,spell,N,5.95583736946483,C,young
6.39410901427937,598.3099999999978,shell,N,6.25190388316589,C,young
6.30780696005297,548.8399999999974,noise,N,7.04141166379481,C,young
6.57776399554061,718.9299999999976,jowl,N,2.39789527279837,C,young
6.38940138879535,595.4999999999972,fowl,N,3.61091791264422,C,young
6.52915603000853,684.8199999999978,dirge,N,1.94591014905531,C,young
6.45659695620209,636.8900000000021,roost,N,3.63758615972639,C,young
6.6078521662334,740.8899999999993,nook,N,2.70805020110221,C,young
6.25269355202752,519.409999999998,fool,N,6.46925031679577,C,young
6.39380812162891,598.1299999999978,swamp,N,4.44265125649032,C,young
6.60518966069044,738.9200000000027,paunch,N,3.40119738166216,C,young
6.3599371244863,578.2099999999984,noon,N,5.67332326717149,C,young
6.51991395562752,678.5199999999986,quart,N,4.04305126783455,C,young
6.404451296615,604.5300000000045,foot,N,7.49443021503157,C,young
6.41437656881987,610.5600000000019,fluke,N,3.85014760171006,C,young
6.50443786293143,668.0999999999987,tripe,N,2.89037175789616,C,young
6.3742920130603,586.5700000000013,cape,N,5.63121178182137,C,young
6.36972973528949,583.899999999999,prize,N,6.01615715969835,C,young
6.44021261906576,626.5399999999987,calf,N,5.23110861685459,C,young
6.66768172044508,786.5699999999985,sub,N,2.63905732961526,C,young
6.60319828930551,737.4499999999991,cinch,N,2.30258509299405,C,young
6.32453815779439,558.1000000000014,sea,N,7.96311205897929,C,young
6.66398801337206,783.6700000000008,quince,N,1.6094379124341,C,young
6.51052616179869,672.1800000000018,drove,N,7.03790596344718,C,young
6.43882307555471,625.669999999998,suit,N,7.00940893270864,C,young
6.49457045035875,661.5399999999975,gown,N,5.11198778835654,C,young
6.46168690243142,640.1399999999966,verb,N,3.76120011569356,C,young
6.7198220059206,828.6699999999975,goon,N,1.79175946922805,C,young
6.35330860811172,574.3900000000026,blood,N,7.83873755959928,C,young
6.58590955154308,724.8099999999959,smelt,N,4.85981240436167,C,young
6.63355524734298,760.180000000003,bloke,N,4.75359019110636,C,young
6.34212141872115,567.9999999999992,stair,N,3.93182563272433,C,young
6.56783911885836,711.8300000000003,slough,N,2.30258509299405,C,young
6.37715202760747,588.2499999999987,sum,N,6.34388043412633,C,young
6.37806958357479,588.7900000000003,mob,N,5.25227342804663,C,young
6.3230319173719,557.26,sun,N,7.89729647259588,C,young
6.6265058062609,754.8400000000036,soot,N,3.55534806148941,C,young
6.37229537425779,585.4000000000028,sup,N,2.63905732961526,C,young
6.35943545078857,577.9200000000026,myth,N,5.87773578177964,C,young
6.34971574810058,572.3299999999987,flour,N,6.13772705408623,C,young
6.34635540050321,570.4099999999986,bloom,N,4.63472898822964,C,young
6.351112567073,573.1299999999989,print,N,6.14418563412565,C,young
6.23891039094516,512.300000000002,block,N,6.52356230614951,C,young
6.46380918405569,641.4999999999994,hound,N,3.73766961828337,C,young
6.50145482206729,666.1099999999997,sir,N,6.92559519711047,C,young
6.53837134544492,691.1599999999995,sap,N,3.87120101090789,C,young
6.4997268884708,664.9599999999947,scout,N,4.17438726989564,C,young
6.37125280842616,584.789999999998,set,N,8.80807015476454,C,young
6.39292163381861,597.6000000000016,mom,N,4.59511985013459,C,young
6.27331087467593,530.2300000000013,date,N,6.9782137426307,C,young
6.45778954347291,637.6500000000009,realm,N,5.18178355029209,C,young
6.57588443967615,717.5800000000021,gab,N,1.09861228866811,C,young
6.6546807311707,776.4100000000051,dale,N,3.58351893845611,C,young
6.44625935634901,630.339999999998,mop,N,4.31748811353631,C,young
6.33585180570756,564.4500000000023,sex,N,7.70391020961631,C,young
6.30523459963537,547.4299999999985,saw,N,8.84577725518844,C,young
6.4072924422517,606.2500000000043,pump,N,5.605802066296,C,young
6.44078703827992,626.8999999999982,lump,N,5.4510384535657,C,young
6.57418283389854,716.3600000000009,sax,N,1.79175946922805,C,young
6.38090189413895,590.4600000000006,night,N,8.94533261656327,C,young
6.6191260914918,749.289999999996,gig,N,2.39789527279837,C,young
6.36811857336203,582.9600000000017,latch,N,3.85014760171006,C,young
6.5564231794539,703.7500000000001,gag,N,3.55534806148941,C,young
6.44330420572605,628.4800000000022,gum,N,4.53259949315326,C,young
6.35069372620895,572.889999999998,town,N,8.11042723757502,C,young
6.27476202124194,531.0000000000005,tool,N,5.67675380226828,C,young
6.36220017469505,579.5200000000009,pool,N,6.43133108193348,C,young
6.30549030739932,547.5699999999981,limb,N,4.9272536851572,C,young
6.36188952457088,579.3400000000004,hall,N,7.67832635650689,C,young
6.35978145958064,578.1199999999993,gun,N,7.03790596344718,C,young
6.5423134465032,693.8899999999988,loom,N,3.97029191355212,C,young
6.56596894753716,710.5000000000031,gyp,N,1.09861228866811,C,young
6.55373395393753,701.8599999999971,loon,N,2.484906649788,C,young
6.38085108500346,590.4300000000027,lock,N,5.89715386763674,C,young
6.48603883028792,655.9199999999985,gel,N,1.94591014905531,C,young
6.34018292133026,566.9000000000009,time,N,10.3764243757593,C,young
6.78615245722289,885.5000000000017,shuck,N,1.79175946922805,C,young
6.340288754502,566.9599999999995,lime,N,4.99721227376411,C,young
6.46012352271208,639.1399999999979,gin,N,5.59471137960184,C,young
6.42655318028222,618.0400000000013,gem,N,2.89037175789616,C,young
6.62649255833254,754.8300000000004,gal,N,2.89037175789616,C,young
6.35065881488372,572.8700000000024,loop,N,4.68213122712422,C,young
6.32417973485148,557.8999999999986,ash,N,6.47850964220857,V,young
6.38421584279607,592.4199999999992,age,N,8.39795910349254,V,young
6.43552517297551,623.6100000000002,ace,N,4.21950770517611,V,young
6.29225409011131,540.3700000000013,loss,N,7.24565506759454,C,young
6.49978704065585,664.999999999997,gut,N,4.68213122712422,C,young
6.62393241685608,752.9000000000027,crepe,N,3.29583686600433,C,young
6.42726485501222,618.4800000000006,post,N,7.13886699994552,C,young
6.37343923636788,586.0700000000029,gap,N,6.41673228251233,C,young
6.39642953017446,599.6999999999977,loot,N,4.30406509320417,C,young
6.46153067440067,640.0399999999976,halt,N,5.59098698051086,C,young
6.58887145538709,726.9599999999988,whoop,N,2.19722457733622,C,young
6.36425149282556,580.7099999999978,gas,N,7.14677217945264,C,young
6.36573134304573,581.5700000000003,guy,N,6.14418563412565,C,young
6.32713288926404,559.5500000000021,tongue,N,6.40191719672719,C,young
6.3871991335365,594.189999999997,groove,N,4.43081679884331,C,young
6.30700494768816,548.4000000000003,spike,N,3.66356164612965,C,young
6.59486479427154,731.3300000000022,shoal,N,4.30406509320417,C,young
6.4364868502146,624.21000000000015,plaid,N,3.91202300542815,C,young
6.41232716939615,609.309999999999,pimp,N,3.46573590279973,C,young
6.32340869022718,557.469999999999,bridge,N,6.94215670569947,C,young
6.32057043295071,555.8900000000014,ass,N,5.15329159449778,V,young
6.36339010697483,580.2099999999989,youth,N,7.05617528410041,C,young
6.29169876078676,540.0700000000026,spice,N,3.91202300542815,C,young
6.61248448488168,744.3299999999997,queue,N,5.31320597904179,C,young
6.50475213774489,668.3099999999985,gay,N,5.48479693349065,C,young
6.48370350399818,654.389999999997,pier,N,4.59511985013459,C,young
6.56957959231337,713.07,caste,N,4.48863636973214,C,young
6.28683573241907,537.4499999999988,cloud,N,6.3297209055227,C,young
6.44198268626422,627.6500000000016,yoke,N,3.2188758248682,C,young
6.38151140248777,590.8200000000026,teens,N,4.48863636973214,C,young
6.61657375726064,747.3799999999973,chuck,N,3.76120011569356,C,young
6.45862037521458,638.1800000000009,plain,N,6.85224256905188,C,young
6.4004899764109,602.1399999999978,gloom,N,5.28320372873799,C,young
6.70224288137387,814.2300000000002,beck,N,2.56494935746154,C,young
6.3445480495343904,569.3799999999992,queen,N,6.79122146272619,C,young
6.51195333178493,673.1400000000014,whoosh,N,3.2188758248682,C,young
6.39612933504538,599.5200000000017,gloss,N,3.95124371858143,C,young
6.42971947803914,620.0000000000018,ghost,N,5.8636311755981,C,young
6.49014673692728,658.6200000000001,cloak,N,4.82028156560504,C,young
6.40143615235401,602.7100000000014,quay,N,4.07753744390572,C,young
6.57109302430864,714.1500000000017,brook,N,4.36944785246702,C,young
6.45226975024931,634.1399999999994,choir,N,4.77068462446567,C,young
6.45058100054833,633.0700000000021,broom,N,4.76217393479776,C,young
6.64272145440774,767.1799999999986,tryst,N,2.484906649788,C,young
6.45280576577506,634.4799999999973,corpse,N,5.23110861685459,C,young
6.55304982289976,701.3799999999978,sheath,N,3.95124371858143,C,young
6.38271240064456,591.530000000001,fate,N,6.37331978957701,C,young
6.40811684460671,606.7499999999993,rose,N,7.21303165983487,C,young
6.55377669659115,701.890000000002,nape,N,3.55534806148941,C,young
6.25319399473728,519.6700000000001,jape,N,0.693147180559945,C,young
6.62679721629011,755.0599999999991,bale,N,3.29583686600433,C,young
6.28997527744208,539.1400000000021,roof,N,6.72383244082121,C,young
6.38220511259553,591.2299999999993,bath,N,6.70563909486,C,young
6.68607315925638,801.1700000000027,sluice,N,2.484906649788,C,young
6.50699409007846,669.8100000000031,rump,N,4.02535169073515,C,young
6.48463523563525,654.9999999999986,jade,N,3.46573590279973,C,young
6.58310488816369,722.7799999999983,rook,N,2.19722457733622,C,young
6.36201034442,579.4099999999992,ball,N,7.41758040241454,C,young
6.37631870131202,587.7599999999991,room,N,9.01796847932873,C,young
6.4007722629336,602.3100000000021,rock,N,7.26332961747684,C,young
6.29672250479911,542.7899999999973,toe,N,5.15329159449778,C,young
6.68121847709943,797.2900000000004,rime,N,1.09861228866811,C,young
6.39052586129294,596.1700000000011,zip,N,3.78418963391826,C,young
6.49098146785093,659.1700000000028,spur,N,4.53259949315326,C,young
6.37796767447762,588.7300000000025,span,N,4.80402104473326,C,young
6.43919061393066,625.9000000000027,root,N,5.98896141688986,C,young
6.34985551783018,572.4099999999995,trash,N,4.20469261939097,C,young
6.4010544697931,602.4800000000021,ton,N,4.89034912822175,C,young
6.47199074443803,646.770000000003,spit,N,4.65396035015752,C,young
6.41005974375907,607.9299999999995,grease,N,4.99043258677874,C,young
6.26543428373128,526.0699999999995,top,N,8.35255436947459,C,young
6.48999489277982,658.5199999999994,spat,N,4.83628190695148,C,young
6.3224395587802,556.9300000000065,pause,N,6.15909538849193,C,young
6.51728715187988,676.7399999999996,snout,N,3.85014760171006,C,young
6.3843171171653,592.4799999999984,track,N,6.62539236800796,C,young
6.48593210426115,655.849999999997,gate,N,6.77878489768518,C,young
6.33859407820318,565.9999999999986,wood,N,7.06219163228656,C,young
6.43294009273918,622.0000000000005,hob,N,2.07944154167984,C,young
6.3365779128314,564.8600000000004,sale,N,6.41345895716736,C,young
6.43121835416287,620.929999999998,nun,N,4.57471097850338,C,young
6.67430883467203,791.7999999999998,kale,N,3.71357206670431,C,young
6.5448035342232,695.6199999999968,gale,N,4.77068462446567,C,young
6.28407818935516,535.9699999999995,world,N,9.49897199346355,C,young
6.38478959532198,592.7600000000012,oath,N,4.55387689160054,V,young
6.70023898355363,812.6000000000031,nil,N,3.91202300542815,C,young
6.41789174079966,612.7099999999999,hoe,N,3.87120101090789,C,young
6.35801556171692,577.0999999999996,desk,N,7.29573507274928,C,young
6.4049970262939,604.8599999999971,wretch,N,2.39789527279837,C,young
